CorporationId,CorporationName,EloRating,EloCRating,Win,Lose,Draw,c_Win,c_Lose,c_Draw,bonusEnd,discord
d026d8709834bc63f871c9bad372f834210c3efaa3826f53984199523d2ed9ed,"万星联盟",1247.7665202244,1759.4686093606,117,56,1,88,14,1,1778041381,""
7741dbd0c9e7ddbc162e374691cb3346e4bb6600840f7962ec4a4414d5d2f780,"Tuatha De Danan",1556.24507386875,1835.88182025862,115,29,0,97,16,0,1778332832,zeDuYzkCzk
61696db57416971a365d3034c85eb5815c9ff04c0fbe5fa4be99689883df54af,"Ƭιтαηѕ Ф тєʀʀσƦ",1373.57712318416,1865.05022718071,112,78,3,83,27,2,1778433784,N9PNB6NVCZ
02293e0ec2e4f96dcdcf4551de1cfa6a278a4c53ac62e80c4212912fa4eda15b,"White Dwarf",1427.70118585143,1797.19227786694,110,49,0,105,26,0,1778667518,/invite/FtPf2FRUmU
b6e23a3f1f3a3c735c694624b273dcd7da2f8bd13a5ac2b36a8ad39737b1d062,"Omega Alpha",1612.54737548183,1859.04324016147,109,17,0,100,13,0,1778343049,qx6HrYM223
c7836cb5499149d8631d0f49b7e91f08f0cf47c3bd10a9492ad6a3f7c25d7eab,"Hellfire Club",1476.79535147655,1881.18423785114,108,92,2,87,44,0,1778361982,https://discord.com/invite/a5t3JQP2hM
1663ae68266882a1c09b5a4e5a16b97770e86390b7af7bcfc66b46213334a3a2,Hexacropians,1194.44759508619,1629.59837781186,107,67,3,102,39,3,1778461725,Y7EZe2eQk9
90066f3df9499804310418b33334c0ae72f144b5592c4863ac52d2b2eace302a,DarkMoon,1575.1823344681,1779.83183037461,107,21,2,70,5,0,1774443005,Vaf5WV2QQs
457b7f76314e0ee24752aaf2396afac9027cfbdcca2a9863add962250ccbf389,"Лунный Феникс",1357.32420828117,1715.94760743201,106,66,3,89,21,0,1777751464,https://discord.com/invite/4QSGgfYy
6d595623b3ba17629ed70438d85d84622ba49e733e5d6d57765a9e0a477dfc81,"中国星际联盟",1417.92136608914,1752.7145157007,106,80,3,83,30,3,1778711082,"猫娘喵喵喵"
1358877fcc123cef74de06c83a943f27a7fad0ab6d20989f767ce88d4d195ace,"Повстанцы Хаоса",1450.13976019808,1738.7733820982,106,28,1,87,12,1,1777441112,HmcXJFdWGC
107aa372f22d23bb567b3a7fefd3442d93a2984204d7189bbb0fed1ee976ede2,"星を継ぐもの",1258.95386707991,1561.42825276686,105,58,1,84,23,0,1775951560,ukC9fmCx
19925189a09925ee428220f600fcf721d71905103c1af9e2aa8e7e3b171a1a38,"First Legion",1400.56315879583,1672.69037560853,104,102,2,80,45,1,1778559064,""
7d28fa95e1d2f344dc6cca0d3283c64b829b79b2afb7e3df8faaaa22ce5a1bf9,"Hand Of NOD! ",1332.54934736896,1685.53773583465,102,36,1,100,29,1,1777785710,HfGM4PkP8d
a49fb97adf99c630611e791c8da7d8d9a198689fda80881a5e00e4b69b564bf7,"Hinterm Mars",1267.62765652715,1704.59959755383,101,97,3,88,30,1,1778343049,SK46885
4f56534357f2407b25faee160f9dca4ee83b8f9ca4425ba472a47298faf54096,"Z. O. V. ",1371.64651843244,1755.20970191879,101,53,4,90,24,0,1778674728,""
d29949a00f7b1588ef5b9c7b7ca61c20fad0439b4d887721f32fbe9f018e11f1,Elysium,1565.83779637203,1750.37216479865,99,21,0,99,20,0,1778391119,cxxcsKHz4N
b9cbe11f1e67c4fe116f0b88f6a09cd820c689366a96b35d8393a6ef34b8558f,"九州·华夏",1302.66996550869,1698.49543029892,98,62,2,64,19,0,1778379403,""
04bc2e393574e6987401e2851108ad114745016e9bec7b70cb49fc31d1981496,"Октябристы",1144.06489610658,1589.3056473117,97,124,3,87,30,3,1763872230,XMAWRfxQcD
b85c2704ee1257f24225de4e7290aa6b9c6804f07062fbc7008a58b8c0ab09a4,"Eastern Front",1264.77643730566,1533.92163143195,97,109,4,86,47,2,1778035974,""
128149aefc384d482d0f002d83f9c9a08c89dec768584030fc4585ea50d2f774,"リリース",1296.08555069715,1537.18950927508,97,60,0,84,33,0,1778586099,jmZpzGx7b5
0ab98cd1f1b195397b27360ea0dee2527f1504c9f5d4867e719d6f1f73efb01d,"Grunthal Gang",1466.87117750379,1975.42682250673,96,53,0,89,33,0,1778383008,https://discord.gg/jUQReQtRJN
3dd4906939827fa7537a3e95f8d75948c06b75a98f3c4aab253ea79857d2ce81,"Death Star llc.",1285.39270266738,1491.11696977267,95,49,2,88,42,2,1777352787,https://discord.gg/naqEGjHA3B
1be720217ab52db12c48c73fc6d02f0cd66130efe05373dd97926fac3992557d,UAGC,1217.28534453629,1739.22907369541,95,104,2,85,39,1,1777191156,""
517f7b257f68936f7a95a478d6923776a2549b88897bae628fd35b23572d3cbd,Spacefleet,1336.26896054571,1922.48063783398,94,107,2,90,42,2,1778334034,EEpZuWf
774cdb53f03dd3b0e510fddcc7f25a9f8017a46393076d1acf45954241305466,"Brodudes Inc.",1388.9817936994,1558.30198988249,94,32,1,72,16,0,1760281635,xhXh3DkNBW
ca5552c1a800772ddb6671c92cdaed340e0dcac55d22809ed72c1ead2a701c2d,"Terran empire ",1503.19922765833,1732.71570228284,94,30,1,62,9,1,1778345152,""
48fb866b3a51175a06336d9caa1bcace6d2bfb94b0a93974c8be3f54050fc0c6,"Свободный флот",1194.10478680346,1628.70745678969,92,123,7,83,39,5,1777596794,6zQ97TaFpS
623f28fa77360220e64570e6493ec911dc1e814d1686305b7879da48d808d1cf,BrazilCorp.,1203.26606537273,1571.25492084177,92,55,1,82,25,1,1776311457,sVVAvk9RqC
a04890160268d05cf11f997b0a1c724fbbcfa66b2ea4cb1c4b56ca18d0425d62,GDZ,1431.45290193545,1717.34136395945,90,67,0,83,53,0,1777756873,3Kn48fX
65faf5c743dd419a1573d1c665f229a41f1724e27d160e5d2b01a4417a707e0e,"*СССР*",1166.46383222992,1680.29989560651,90,102,1,83,41,1,1778200931,""
0d52edf77b0cdeaaea6ebc20a7f5b6a60372b535bf96f556b31e2243dc8ee75a,"Imperium XIII",1381.42784611482,1662.52253675399,89,53,1,87,43,1,1778290473,c9wtCDusgE
582e7dce954da49eb68cdf263806d5b8f37da4c81a6eef072e63102be0fa5449,"Argentina 1.0",1379.57009894914,1664.88393707574,89,43,1,78,31,1,1777353688,https://discord.com/invite/JapURyAWBw
2aeceaa4796794f014cd422b48bad9f5627e35a758de0255216a519db709ce81,"Order of Hades",1260.17395838256,1516.77376163036,89,47,1,69,24,0,1770533682,vPsNNxs
7ae9b210fd68f3dfa93682a1191388e569dc54fe9d762f02110cd7ac9c1d4477,"Rogue One",1381.21800556709,1659.11560455383,89,62,1,85,38,1,1778662182,PY7xzmc7nm
86a894b97d55e4f65a3cec65d26d528341d8e70b186bcffa2e89f5f681e48396,"Stella☆Glow",1496.15121122066,1701.44477605234,88,37,1,84,33,1,1777350985,uhka53GbmX
4000a010c205d318c766ba14fe1836eaab6652f1738a88cce8a8c69d0283e1b0,Axiom,1250.40789911309,1538.97972079243,88,39,0,63,7,0,1735506091,CY4M2awSgS
7ddbb3c057311d12ecc582b5767dc061653f6b7769ea81f82c752ec258aff6cc,Internationals,1289.35553655814,1670.26099310865,86,61,0,78,35,0,1778412749,gBPEdZt
e7fccd6d3669688f2a3eabd6b676436018d6566397ab5dab1897d1a2a47f2015,"UKR Spase",1252.9932777747,1647.12514925828,86,65,0,79,35,0,1778328926,dppJFm6
0a3e9116062accf6fa5ec0e70eab7592dbea2a9f061e6cc49e74bc78f74d0711,"Justice Vengers",1445.51772683268,1699.18527880827,85,31,4,79,21,3,1778495370,evPmv96K
1be1009eb158cf7402aa36511acaab9c9400d087f4d4ee443f768ccb6b163921,"红日初升，其道大光",1266.10815176424,1621.53265708637,85,59,5,66,13,3,1778623660,""
53a1ca8088f875a7b4ba2199b1059595e3034594188eb4717bc045a64e1dcdd2,"imperio galacti",1489.35292132976,1766.64282058544,85,41,2,65,16,2,1778258624,""
86135933491fcabc312904612bdca55124f9265aa6a5f3cb42f66427020fdb0b,Newbs,1451.81053164866,1717.57391038933,84,46,3,76,38,2,1777716006,WKKwkbPsya
1a002c71f3aba5da5918941fa2ba4dbbfc183ad52d97d44a25718e07e6b08a03,OntarioDawn,1296.41368163346,1531.3875801929,84,32,0,81,28,0,1768087075,gBFFE5x
eee919ee67cd5b7eb62548219cd7981660ab85d08ab0fe23b83f1849ca6cf8c6,"On en a Gros ! ",1355.75184500124,1689.0748115498,81,83,0,67,48,0,1778343049,EXj5vtr
313baaeac1c759ca26e0f4bd3140711cffdfa85c287d4c992dcfb809908cf491,Legion,1215.33121472823,1684.48101372937,81,95,0,67,50,0,1776045876,mA6tbqzS55
718c873931e9097064fd6ef580fe9d8761be712e0783e0b97d28344abd910623,lesescargots,1457.5831557355,1556.1319468856,80,27,1,80,27,1,1766323182,""
068cec010bfee0723895562d4bf580b93628758a762b6918d384fef632d281ab,"СОЮЗ",1375.22565436865,1774.68056877158,80,53,2,63,20,1,1778388716,""
5ad79ec30d5d805635609e2b1e1cf5f399486c1d57f6101cb6015afbd50f5913,"9-Й СКОРПИОН",1406.72770017625,1646.98717651648,80,30,3,74,22,1,1776766633,""
50983e789fe433b3974f5e28fe71a160d7d15afecfc7f2b89595a1a52391fda2,ITALIA,1633.98440335416,1788.4284243446,80,6,1,71,6,1,1778507087,https://discord.gg/WWfeyVes
5772c612f584faa0a1fcb0a9a96f08ee4ebba1f4cc1105d95634c651bddf54bf,"Empire of Hades",1319.52137540094,1656.43829769923,80,35,4,62,10,3,1777871335,""
99a4ba88f6a620cb9ea1da456127c978a858ffbda4e40b255fcf3365515da25d,"Industrial W.O",1329.39325932701,1534.73840297501,79,63,3,79,61,3,1777393347,QJASDtk4j7
c764dc8c07d1ae2ce06aba821c24a7106f169a21b59e724b0216cd8586cde6a6,"украина№1",1165.62920972311,1566.98696958736,78,103,2,66,41,2,1778414852,nVBRYrQRT6
ec62b01fc96adc2a7b7ac4077438e5153eeefc94740fab8309dcb6613e3a7f48,"Bacon Warriors",1331.43108176939,1595.73438854566,78,62,1,70,40,1,1778572882,""
60e0173f2a13dc7ad21bb11315df4bdc5f9bf97737ba3b89c0d035621fc2766f,"SILVER TERRA",1333.53579511215,1599.73367969029,78,62,2,76,33,1,1778624862,https://discord.com/invite/VmBbr8sy
eecda71374dad3401a154cda170518bbf578f7124c194849a529405246335626,"深域        ",1503.59641972429,1796.38587059387,78,16,2,53,3,1,1778362883,""
e97866623598a98454b3a4724b472dc171f5e1aff84b076c43d021f0fabdc702,"2ND-R8 Corp.",1374.98014159672,1577.42671714342,77,35,3,77,33,3,1777461237,pVhwrfFjx3
6f96aa1102eb9f74854d6fec810da14ef1d04b0c3ce3e61044affea7ecb920dc,"северный шторм",1441.00083635946,1820.19304660489,77,69,1,60,21,1,1778740822,""
5d09edd698e4bd37f80fdeb19605360b985df7035b132f7cf4749dd1390098a9,"Lupus Regnum",1262.43806851147,1640.94318957536,77,57,2,58,9,1,1778398028,""
6b4681e994e78199b26297184be90aaf1928c04f6323f02fc316d25729e121e6,101,919.514545336974,1323.6751402782,76,176,8,69,64,5,1776466793,Sh82822
38cd283c7bb8ee0390f5624e49a3465b1d4a8c789cc2d501f38918a16f6140e2,[Blue*Nation],1461.39689321163,1599.35329658522,76,16,0,76,16,0,1757754449,wgHSEFgGBu
a78c29b9e1c9f793205ba10d796dcabc114ef43d86f0bd34a43a56dc6da768aa,Warriorlords,1405.74031310135,1642.32259344467,76,33,1,57,10,1,1778510994,2HZBvzmbtx
216c1ab0bb2cbf918019c0a38a37820a9d5d78d7c5801983ed6e3b17bebdc5f3,lonewolf,1524.05904897799,1744.19406251672,76,21,2,76,21,2,1777455830,bCDnyHe57T
c301e344c877e869eedde9888fe0c1444bdf2c7c7750699fdf80745b983795a2,"HIGH COMMAND ",1380.6901903659,1683.69257305599,76,31,1,48,8,1,1778522112,""
53297ed66c8c326d4cb4eebdee55172d3d64f122addd5d916b314f4ab557e21a,"Ninth Planet",1585.86185264233,1686.57371422322,74,7,1,64,3,1,1748302143," "
3efaab24560531ff257e73bfb281a7e9c0a9d591ac5aff55d05d35f2fb5e1d73,CIS,1436.05018950369,1610.38090013119,74,24,1,66,13,1,1777912496,eVBvw68KEU
1a0c5412c9e225a31e3addcb263114f49a6f2ac58041ffda3795db9bba72f23b,Kratos,1176.9046980022,1400.02886956707,74,76,2,66,53,2,1778517304,RgusRrPMKT
e30ca8011a6277e53ef6e20d413ae271f480b54849c0746d74231c83fdd3acf4,ALPHA,1332.23159269471,1496.91718555485,74,41,5,74,39,5,1777988200,""
ab9c3038dcf2b019ba662007ab1e50b2d80e0eb8e7a65e57dd5260a6d2e80ff9,"Halcon español",1317.53257588814,1550.24579334595,73,53,1,68,48,1,1778341547,https://discord.gg/MZDNrGyav9
e801d288bf6d95e9705e8f7d791fdcb030abe8bebaf2980bc32fb453f95575d7,"Russian space 3",1596.22759549711,1779.15717507351,73,10,0,43,0,0,1778401032,""
6a41cc36abf3a28a1c26bc22843f1892d6938e8eb1e8f8a10fd9e6e964e06c2c,"Space Marshalls",1223.54809895429,1531.83198768598,72,73,1,66,34,1,1778431981,tJfbtQjcxg
febd79d038ed9af667e201309060d9662ba825ba9be2b5b95418ac20a8e70c80,Ark,1291.62540792467,1455.78153906578,72,34,2,68,28,1,1770214574,kPuseCu4RE
ac4e1665a51bdd039d04798e56c3bd85b526c57cf7015fd400b6c8d8ccd959a3,63SALVADORES36,1173.36330518351,1466.37081568486,72,78,6,57,24,5,1777805236,""
fee852a2530bc5e3cbe5b2a5fdb224d249eeceeb3688cfd71479344181831328,"Red Dawn",1264.2694368669,1503.76337519338,71,55,2,69,36,1,1778645381,HAUXPBta
d15ca51c4f5ca0bf259101e7243117d8270dd8f264ecd4a7f6f694d2b98c7919,"WSC(no DISCORD)",1057.20955250989,1219.01790195627,71,93,11,60,69,7,1777098022,""
312c90cac9a249b2179da8891f78c1a90bd16d0bf3391509d6a3d8e9a35a3d36,"United Stars ",1333.45594835205,1563.42155528064,70,43,4,70,40,4,1774102620,mjFw6PUW52
ef64e9014b773074470ead0907b9c122bf6bda753de1cddfa01e95a00e9d47dc,"Crazy Elite",1271.28480613483,1555.58859080299,70,86,0,64,54,0,1777720512,KAguMmM
8a3aea3b3dacfd3dcdb402e896204557e250b07b8a5e04b5814600c66cc1a25b,"Famous Assasins",1372.77279394511,1517.21732851864,70,19,0,58,14,0,1763255736,YHtMuQK
85f6a14e4f7488eb8134ea422522636da92d121d81297b3018e1e69fac907762,OrderofTheGeon,1239.46167200945,1390.29072295704,70,73,7,66,50,5,1777701588,""
41cdba59897d5e01412601b648c1a692368d92c198123f9ab442f2a23464b375,"Crux Cadre",1294.18389857753,1575.73559797916,69,66,4,65,50,3,1778685245,8ZxKUEuxvy
250e012fb7b1b538e15fd2775ee25239b9c59b999c6c3271340cc97d4654df79,"italian warrior",1065.42685560381,1533.91384636965,68,128,3,58,56,3,1774855211,https://discord.com/invite/xGMUwWdzab
d2d651ed0a46443766a7930975f8ee7a4b0ee52e2ffb1d13337e743a3d5bea8d,RUS,1422.38714242756,1812.4133967219,68,53,0,58,27,0,1778388115,""
63d77c8d633b9dec932ad5d0f5a8ceb371b865b1adbb221ed410c5a7ba7df203,"Cerulean Star",1401.15997945851,1618.67297238232,68,36,0,63,24,0,1777400558,Bc8e4RxtnJ
a05d1feeae198a1f2ef98606bf83fdfa2254f2ac62f3db20cd5b09449257b8cd,DarkSide,1116.96787315058,1376.04485935016,68,104,2,58,44,1,1769756683,https://discord.com/invite/https://discord.com/invite/UMSR6Uyej5
9dbe1728c2be44c8cfe8025f7ad859d31ee0c7012aca463d85de8c21953e814f,"星域 ",1174.64590337349,1508.14105744648,68,46,1,48,12,0,1778084006,""
3bf5d300b42f0610355645e2ee9cf24e5517a2c5e12472f685781051619266ac,Sprite,1503.10431317967,1690.41829298126,67,19,2,65,15,2,1777751464,https://discord.gg/8CwHU4SE
cf66069ff643cba9698afa591edab643607ea729973280dac06b6ea7e61e5ee2,"Españoles",1333.96211742477,1608.55139987498,66,96,0,63,76,0,1778510393,KAguMmM
0c33734edc95a1bac88a9df7e0853a3bd835ea682673f097db1c75d6bb14c8da,"IMPERIAL ARMADA",1320.09140207416,1537.38789377948,66,49,3,61,38,1,1777202570,bAAYCqG2cE
fb10f33f3db17b99b0d227f17e7fde76ef067dc4a4bb4ae05e46c76d2e5e8ea1,"Lacuna X",1434.69062553746,1538.20814565696,65,13,1,65,13,0,1751078720,BFfSkvu
edd3ac94ea8ee1cf441e904ff29c48c21fa5db83af6eb5a6e83ae236b3872b22,"Osmium Star llc",1407.02727552059,1569.56618722149,65,17,0,64,15,0,1764141759,zQGwx3ZtDp
01220718f2aba52af83767c0d2e500ff584ec88cd06a8fa451841a5576937e8d,"✨ℛedstar Order«",1135.78555174405,1340.09558123984,65,61,3,50,32,1,1777004709,""
f65e4271e098ff050b7e566effe810ba1757388a6eecf4b818ed6c3502743dec,"宇宙联盟（中国）",1239.01303168562,1425.15628358423,64,82,9,62,52,5,1773373586,""
22bf8dd694333c9c627c373b02fed1704094cf10e94618c1f79feaef53183e7e,"新?的星际集团?",1249.50334602256,1471.45163138917,64,52,7,46,23,6,1776972575,"新星团总部"
2b852290b8f1d765b15529c7bac7b9b7eacc3ca4f427cbed0a24b2ddfde359e6,"Black Pearl FR",1419.70651124334,1729.20704308152,64,26,2,49,7,0,1778423867,""
e73d410a73bca6a1161056891e484b32cac940c0d94d20c92ed085683524652b,"Polish Pirates",1459.97788844025,1853.74068261747,63,30,1,59,17,1,1778242393,vGfaYFN
1a1250d276bf9541252070bbee9c6b216c91b12a837aaa8a8e8a90f490940538,Emergence,1616.51417995893,1724.496780795,63,3,0,63,3,0,1769911126,JygbSj6XMP
c9ffc70c2dcbfe9eaa3387645d404d9227b173de066bf09e0493d83aa4c9f053,"Лютые",1461.72051325448,1717.69663663903,63,23,1,56,10,1,1778153753,https://t.me/Lyutyee
f5825bb96dc9d061496fcea5926a16ba159a26ccd5518f8e63583c52fb68dd29,Red_Coat_Mafia,1361.82865634331,1590.74012766299,63,57,3,55,33,1,1777774640,MgcvvsKa8q
3de5259ba12509e4d02854f1414caacf3d0aaaf79f417b9d843ff20ca35863dd,"Atlas Star llc.",1362.70878764007,1486.62367201783,62,22,0,62,22,0,1755037328,gdwqCqc2VN
451b249473bf36e9f688ffd82a5955f04fc586b1dc545ff81277a4d73af47623,"Lost Legion",1114.45191816531,1322.12479860085,62,119,1,62,110,1,1778368290,najb7MJf
f12fc39ca2326de7c5ce96c005b1953c86430443f1f8b98e7515d082b43b4d4b,Providence,1342.80712456232,1621.87470312818,62,40,1,62,29,1,1776650967,nUgqhbn
eabbab0640b8da02ae167f315cf981b2a200e5444eb134a06747d8a84fa10805,SQPT,1064.39477438124,1343.47227656929,62,101,1,51,44,1,1765775285,https://discord.com/invite/W4kNG43XDb
b343459f43f0a7c366dd05dcac02d78c7a8d6cf09c7241e9b558a92e2456e1d4,"Death Flight",999.443931578664,1423.78322090799,62,220,3,55,111,2,1775055303,""
1e4e3bc5f21c0b6cd362f404b88f09e18e26a8c0134a31015d6d7577a7230dc9,"АНДРОМЕДА ",931.412914005808,1232.32153809572,61,166,2,59,87,2,1768613177,""
39833a864277b04f9bad126a54a03bfa2c9f9473d3e504b3579cbdc18a4d7e75,"King's Guard",1147.98136361968,1302.95775087003,61,126,7,58,96,5,1778224664,XQ4BnnSKvC
6f715653bec3925d9c3acd7c2388fe8e1c79332146894ed424f57bd2636de8c7,"Mass Effect",1289.11327498259,1493.47911425425,61,54,1,61,54,1,1778383909,""
4422f581b40217ac99ee97df59d8d887249c4cdc51d2d5fe901f438ab720d26d,""" Возрождение """,1565.40874263703,1769.73207147534,61,9,0,60,5,0,1777498799,""
72e8750bccc297a8a97c53745622d1acc8a59cc5cb7618e58ce5bb12f98849d0,"星际公约组织",1274.24502230453,1443.53085082191,61,36,2,43,19,2,1769933054,""
60cd15c27192f777f2e4abc413a83d4ab33bbccd7764a387afd2347dcd3d751a,"Stone Legion",1359.26573469732,1557.43989167042,60,32,1,59,23,1,1778538639,SZYbjxJSf3
13a4b881c81a63721b98078aeed9b4970eae55034b2a55cb345dc7a8fb2ff541,"Бороская Имерия",1383.77713289667,1602.34913089216,60,29,1,55,24,1,1778708979,""
8ceac360859239e9b9386b5e4a0c3d3c7e75941b010804ab8b405d9eb6f806f6,"Fleet Corp Ares",1415.60914936518,1648.86122713049,60,32,2,60,32,2,1778380305,""
2771ec0a0e9523f8a7b62dd470c9ab87bf2bcf2b13fb47f6f97ea826337b2b20,"Mercury Sunset",1621.68977981449,1714.63250596586,60,0,0,60,0,0,1777356993,hnywHXhtg5
779114322d677f05c7451cf2323327bd6ff62ec9513ba922e38578b0813f3bad,"Red Star",1131.54241667094,1521.43367868257,60,97,3,46,37,3,1778070445,""
4be10b4fa74e6bc45ea50d720527bec8db0312f419a419f203b09350d663c755,DTC,1171.4436280732,1524.45388288202,59,109,0,57,71,0,1775292059,5FcqEU96nM
6255ba7dab1bd2b150825874d1fea70b029dc79434f293d47518c27b0376e286,"Space Penguins",1405.53797685642,1582.1077428063,59,25,0,54,22,0,1769802061,asheRjW
1da0142a6cc2fcab35a82ff4d7b591f4ffa96761419c6bf39154afded7ef7c2d,"Orden Estelar ",1414.19470442148,1622.36377419873,58,28,3,50,23,3,1776567740,""
94fc4639f17e4503a11d4ac3878f3203bca3f21baebf285433ff39ad37f0fff2,"BRASIL STAR",1254.20999625132,1509.66552371696,58,34,3,54,19,3,1775399919,MV5xAcu9Vz
f1e7f82e284c8233985039ea19544dbfa937f38f2315e9ad6a1d037423071b6d,RUFORS,1469.74475780442,1654.03259305246,58,18,0,58,18,0,1777250043,""
